Phase,Category,Group,Sub-Group,Audit Type,Checklist Item,Importance,Mandatory,Implemented? (Yes / No),Comments,Evidence
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Errors logged meaningfully,High,Yes,No,"Only 12 console.error/warn calls exist for 61 catch blocks — meaning ~80% of catch blocks do not log errors. Many catch blocks silently swallow errors or return fallback values without logging (story-card.js:590, brightcove-video.js:675, video.js:231). Errors that are logged are meaningful (network failures, form errors, URL validation). But the ratio of silent failures to logged errors is poor.","12 console.error/warn vs 61 catch blocks in blocks/ — ~80% of catches have no error logging; story-card.js:590, brightcove-video.js:675, video.js:231 are silent"
Development,Error Handling & Observability Hooks,Code Quality - Errors & Reliability,Reliability,Code Audit,Errors fail gracefully,High,Yes,Yes,"Most blocks fail gracefully: find-an-injector.js has a dedicated showError() function with user-facing messaging; stock-ticker.js shows role=alert on error; story-card.js returns empty/null on parse errors allowing fallback rendering; search.js logs and continues; fragment.js returns null on missing fragment. Critical media blocks (brightcove-video, video) silently catch playback errors to avoid broken UI — acceptable for media autoplay. No uncaught exceptions that crash the page observed.",find-an-injector.js:52-81 — dedicated showError() with user messaging; stock-ticker.js role=alert on error; story-card.js returns null/'' from catch blocks to enable fallback
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Avoid magic numbers,Medium,Yes,No,"Magic numbers found across multiple files: maps.js:17, find-an-injector.js:439,572, recaptcha.js:14 all use 100ms setTimeout without named constants; quote.js:204 uses 200 as an undocumented string-length threshold; linklist.js:246 uses 10_000_000_000 as an inline epoch-detection threshold; editorial-feed.js:682 uses 300ms debounce inline; search-input.js:55 hardcodes maxLength=100. These should be named constants (POLLING_INTERVAL_MS, MAX_TEXT_LENGTH, DEBOUNCE_MS, etc.).","maps.js:17 (100ms), find-an-injector.js:439,572 (100ms), recaptcha.js:14 (100ms), quote.js:204 (200 chars), linklist.js:246 (10_000_000_000), editorial-feed.js:682 (300ms) — all unnamed inline numbers"
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Constants centralized,Medium,Yes,No,"No centralized constants file exists. Each block defines its own module-level constants. The Brightcove CDN base URL is duplicated across 3 files (row 107). Magic numbers (100ms, 300ms, 200 chars) are scattered inline. scripts/utils.js and scripts/config.js exist but only provide utility functions — no shared constants module. A shared constants.js would prevent duplication of magic numbers and URLs.",No scripts/constants.js or shared constants module; BC CDN URL duplicated across 3 files; magic timing/limit constants scattered inline across blocks
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Config-driven behavior,Medium,Yes,Yes,"Config-driven behavior implemented via scripts/config.js with async getConfigValue() function. Used across blocks: story-card, quote, press-releases, find-an-injector, embed-form, stock-ticker, fact-card. API keys (gmapsKey, gtm-id) fetched at runtime via config, not hardcoded. scripts/delayed.js loads GTM ID via getConfigValue.","getConfigValue used in scripts/config.js, scripts/delayed.js and 7 block files"
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Shared utilities extracted,Medium,Yes,Yes,"Shared utilities extracted into scripts/: utils.js (DOM helpers), index-utils.js (index fetching/filtering), config.js (runtime config), placeholders.js (i18n placeholders), cfUtil.js (content fragment utilities), multi-theme.js (theme switching), dompurify.min.js (sanitization). Good separation of shared concerns.","scripts/utils.js, index-utils.js, config.js, placeholders.js, cfUtil.js, multi-theme.js"
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Duplicate code percentage within standard threshold,High,Yes,No,"Some duplicate logic patterns observed: pagination logic, sessionStorage caching patterns, and data-fetching/filtering repeated across linklist.js (1999 LOC), story-card.js (1159 LOC), and find-an-injector.js (871 LOC). linklist.js violates SRP with data fetching+filtering+sorting+rendering+pagination+tags in one file. No automated deduplication tooling (jscpd) found. Shared utilities exist (index-utils.js) but not fully utilized to reduce duplication in block files.",linklist.js 1999 LOC (SRP violation); sessionStorage caching pattern repeated in 5+ blocks; no jscpd config
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,No hardcoded environment values,High,Yes,Yes,"No hardcoded localhost/staging/prod environment URLs found. Third-party base URLs are constants (BC_PLAYERS_BASE) or derived from config (gmapsKey via getConfigValue). External service URLs (brightcove.net, maps.googleapis.com) are fixed CDN endpoints, not environment-specific. API keys fetched via runtime config, not hardcoded.",BC_PLAYERS_BASE constant in brightcove-video.js:6; gmapsKey via getConfigValue in maps.js; no localhost/staging URLs
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,Avoid circular dependencies,High,Yes,Yes,"No circular dependencies detected. Import graph: scripts.js → aem.js, utils.js; config.js → utils.js; index-utils.js → config.js, utils.js; cfUtil.js → config.js; delayed.js → config.js, multi-theme.js, aem.js; multi-theme.js → aem.js; editor-support.js → scripts.js, carousel.js, editor-support-rte.js. All dependencies are unidirectional with aem.js and utils.js as leaf nodes.",Import graph analysis: scripts.js only imports aem.js/utils.js; no cycles found
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,No stale TODO/FIXME comments; no comments referencing symbols that do not exist in scope; no commented-out code blocks,Medium,Yes,No,"Stale TODOs and commented-out code found: (1) custom-image.js:62,65,72 — 3 TODO comments ""Add logic for modal, to be covered as part of modal story development"" (unresolved feature stubs); (2) scripts.js:282 — ""TODO: add auto block, if needed"" (stale placeholder); (3) carousel.js:467 — commented-out extractCarouselItemImage() function block (dead code). All three issues need cleanup.","TODOs: custom-image.js:62,65,72; scripts.js:282; commented-out function: carousel.js:467"
Development,Code Quality & Standards,Code Quality - Architecture & Dependencies,Architecture,Code Audit,commented-out code blocks >3 lines flagged; TODO/FIXME without issue-tracker reference flagged;,Medium,Yes,No,"4 TODO/FIXME without issue-tracker references: custom-image.js:62,65,72 and scripts.js:282 — none have JIRA/ticket references. Commented-out code block >3 lines: carousel.js:467-479 has 13+ commented-out lines (extractCarouselItemImage function). This dead code should be removed or tracked via version control.",4 TODOs without ticket refs; carousel.js:467-479 = 13-line commented-out function block
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,"Charset meta tag (<meta charset=""UTF-8"">) declared in <head> before any content-producing elements; charset declaration appears within first 1024 bytes of document",Critical,Yes,No,"No <meta charset=""UTF-8""> found in head.html, 404.html, or the rendered document head. EDS relies on the HTTP Content-Type response header (text/html; charset=utf-8) but the HTML-level charset declaration is missing. The meta charset tag should be the first element in <head> per HTML spec for browsers that detect encoding before HTTP headers.",head.html: no charset meta; rendered page: charsetMeta=absent; HTTP header provides charset but HTML meta missing
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,Language attribute (lang) on <html> element is a valid BCP 47 tag matching page content language; lang attribute not empty or set to 'undefined',High,Yes,Yes,"lang=""en"" set on <html> element — valid BCP 47 tag matching English page content. Not empty or undefined.","document.documentElement.lang = ""en""; validBCP47 = true"
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Code Audit,Direction attribute (dir) specified on <html> or relevant container elements for RTL language pages; value is 'ltr' or 'rtl' matching content language direction,Medium,No,No,"dir attribute not explicitly set on <html> element. Computed direction defaults to ltr (correct for English). Since this is English-only content, the omission is low risk, but dir=""ltr"" should be explicitly declared for completeness and RTL language readiness. No RTL language pages detected.",document.documentElement.dir = (not set); computed direction = ltr
Development,Code Quality & Standards,CSS Architecture & Tokens,Maintainability,Code Audit,"If CSS print stylesheet (@media print) is defined, print styles hide non-essential UI elements (navigation/footer/sidebar/ads)",Medium,No,No,"No @media print stylesheet defined anywhere in styles/ or blocks/. No print-specific CSS hiding navigation, footer, or non-essential UI. Medium/non-mandatory for a marketing site, but print styles would improve printability of content pages.",grep @media print: 0 results across all CSS files
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,Font-family declarations defined at :root or body level using CSS custom properties; component-level stylesheets reference font-family tokens instead of hardcoding font names,High,Yes,No,"Font-family tokens defined in tokens.css :root (--body-font-family, --heading-font-family, etc.) — good. However, 2 blocks hardcode font names instead of using tokens: cta.css:322 hardcodes ""Roboto Regular"", Helvetica, Arial, sans-serif (should use var(--body-font-family)); editorial-feed.css:91 hardcodes 'Abbvie Icon' (should use var(--corp-icon-font-family)). tag-utility-nav uses font-family:inherit (acceptable).","Hardcoded font-family: cta.css:322 (""Roboto Regular""), editorial-feed.css:91 ('Abbvie Icon')"
Development,HTML/CSS/JS Implementation (HTML-first),HTML Media & Data,Images,Code Audit,Content <img> elements have explicit width and height HTML attributes or CSS aspect-ratio set to reserve layout space and prevent CLS,High,Yes,Yes,All 15 content images have explicit width/height attributes or CSS aspect-ratio set. Zero images missing dimension declarations. EDS picture element generation includes width/height attributes for layout space reservation.,"DOM check: 15 images, 0 missing width+height or aspect-ratio"
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No unused npm/yarn packages in package.json; depcheck or npm-check analysis confirms all listed dependencies are imported in source code,High,Yes,Yes,"All packages verified as used: gulp/postcss/postcss-import/postcss-custom-media/dotenv (gulpfile.js), eslint/airbnb-base/plugin-import/plugin-json/plugin-xwalk (@babel/eslint-parser in .eslintrc.js), husky (prepare hook), plop (scaffold:create), stylelint/stylelint-config-standard/stylelint-declaration-strict-value (CSS linting), merge-json-cli (build:json:models/definitions/filters scripts), chai (importer test suite). No depcheck tool available but manual verification shows all packages have defined uses.",All devDeps have npm script or config references; chai used in tools/importer tests; merge-json-cli in build:json scripts
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,No setState/dispatch/state-mutation calls inside for/while/do-while/forEach/map/reduce loops; state updates batched or moved outside iteration blocks,High,Yes,Yes,"No state mutations (sessionStorage.setItem, localStorage.setItem, window.* assignments) or array mutations (.push/.splice) inside loop constructs found. State updates are performed outside iteration blocks.",grep for state mutations inside forEach/for/while loops: 0 results
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No unused component props passed from parent to child; unused prop detection via static analysis or TypeScript strict mode,Medium,No,Yes,EDS uses vanilla JS blocks — no component prop system (no React/Vue/Angular). Block decoration functions receive only the DOM block element. No parent-to-child prop passing pattern. TypeScript not used; ESLint with no-unused-vars enforced for standard variables. Not applicable in the traditional component-prop sense.,"EDS architecture: block functions receive DOM element, no prop system; ESLint no-unused-vars enabled"
Process & Governance,SDLC / Ways of Working,Version Control & Repository,VCS,Code Audit,Git repository initialized with .git directory present; remote origin configured; repository is not in detached HEAD state,Critical,Yes,Yes,Git repository initialized. Remote origin configured: git@github.com:AbbVie/abbvie-nextgen-eds.git. On branch develop (not detached HEAD). Branch up to date with origin/develop.,"git remote: origin=git@github.com:AbbVie/abbvie-nextgen-eds.git; on branch develop, not detached"
Process & Governance,SDLC / Ways of Working,Version Control & Repository,VCS,Code Audit,.gitignore file present and includes standard exclusions (node_modules; dist/build output; .env files; OS files; IDE config); no build artifacts or dependency folders committed,Critical,Yes,No,".gitignore present with: node_modules, .DS_Store, .idea, coverage, logs, .hlx, localhost TLS certs, .migration, /tmp, /.claude. Missing standard entries: .env files (not excluded — though no .env currently present), .vscode IDE config. No build artifacts or node_modules committed. Minor: should add .env and .vscode to prevent accidental commits of sensitive config or IDE settings.",".gitignore missing: .env, .vscode; has: node_modules, .DS_Store, .idea, coverage; no build artifacts committed"
Process & Governance,SDLC / Ways of Working,Version Control & Repository,VCS,Code Audit,Package lock file (package-lock.json or yarn.lock) committed to repository; lock file version matches package.json dependencies; no conflicting lock files present,High,Yes,Yes,"package-lock.json present and committed to repository. No yarn.lock present — single lock file, no conflicts. npm is the package manager in use.",package-lock.json committed (git ls-files confirmed); no yarn.lock present
Process & Governance,Quality Gates & Acceptance Criteria,Testing & Quality Gates,Quality,Code Audit,Pre-commit hooks configured (husky; lint-staged; or lefthook); hooks run linting and formatting before each commit; .husky directory or equivalent present,High,Yes,Yes,Husky pre-commit hook configured (.husky/pre-commit.mjs). Hook runs: (1) npm run build:json if model partials staged; (2) ESLint on all JS/JSON (blocks commit on failure); (3) Stylelint on staged CSS files (blocks commit on failure). process.exit(1) enforces the gate.,".husky/pre-commit.mjs: ESLint + Stylelint gates, process.exit(1) on lint errors"
Process & Governance,SDLC / Ways of Working,Project Configuration,Config,Code Audit,Node.js version specified via engines field in package.json; version is LTS or current stable,High,Yes,No,"No engines field in package.json and no .nvmrc file. Node.js version is unspecified — developers may use any Node version, leading to potential inconsistencies. Should specify engines.node with current LTS (e.g. "">=20.0.0"") and optionally add .nvmrc for local version pinning.",package.json engines: null; .nvmrc: absent
Process & Governance,Compliance & Audit Trail,GenAI Tools & Code Quality,Code Hygiene,Code Audit,Hardcoded mock data or example values left in production code (e.g. 'John Doe'; 'test@example.com'; 'Lorem ipsum'; '123 Main St'; placeholder UUIDs); regex pattern scan across source files,High,Yes,Yes,"No hardcoded mock/placeholder data found in production source files. No ""Lorem ipsum"", ""John Doe"", ""test@example.com"", or similar placeholder values in blocks/ or scripts/.",grep for mock data patterns across blocks/ and scripts/: 0 results
